,Province/State,Country/Region,Lat,Long,Date,#Confirmed,#Deaths,#Recovered
4027,Colombia,Colombia,4.5709,-74.2973,2/6/20,0,0,0.0
4028,Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,2/6/20,0,0,0.0
4029,Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,2/6/20,0,0,0.0
4030,Costa Rica,Costa Rica,9.7489,-83.7534,2/6/20,0,0,0.0
4031,Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,2/6/20,0,0,0.0
4032,Croatia,Croatia,45.1,15.2,2/6/20,0,0,0.0
4033,Diamond Princess,Diamond Princess,0.0,0.0,2/6/20,0,0,0.0
4034,Cuba,Cuba,22.0,-80.0,2/6/20,0,0,0.0
4035,Cyprus,Cyprus,35.1264,33.4299,2/6/20,0,0,0.0
4036,Czechia,Czechia,49.8175,15.473,2/6/20,0,0,0.0
4037,Faroe Islands,Denmark,61.8926,-6.9118,2/6/20,0,0,0.0
4038,Greenland,Denmark,71.7069,-42.6043,2/6/20,0,0,0.0
4039,Denmark,Denmark,56.2639,9.5018,2/6/20,0,0,0.0
4040,Djibouti,Djibouti,11.8251,42.5903,2/6/20,0,0,0.0
4041,Dominican Republic,Dominican Republic,18.7357,-70.1627,2/6/20,0,0,0.0
4042,Ecuador,Ecuador,-1.8312,-78.1834,2/6/20,0,0,0.0
4043,Egypt,Egypt,26.0,30.0,2/6/20,0,0,0.0
4044,El Salvador,El Salvador,13.7942,-88.8965,2/6/20,0,0,0.0
4045,Equatorial Guinea,Equatorial Guinea,1.5,10.0,2/6/20,0,0,0.0
4046,Eritrea,Eritrea,15.1794,39.7823,2/6/20,0,0,0.0
4047,Estonia,Estonia,58.5953,25.0136,2/6/20,0,0,0.0
4048,Eswatini,Eswatini,-26.5225,31.4659,2/6/20,0,0,0.0
4049,Ethiopia,Ethiopia,9.145,40.4897,2/6/20,0,0,0.0
4050,Fiji,Fiji,-17.7134,178.065,2/6/20,0,0,0.0
4051,Finland,Finland,64.0,26.0,2/6/20,1,0,0.0
4052,French Guiana,France,3.9339,-53.1258,2/6/20,0,0,0.0
4053,French Polynesia,France,-17.6797,149.4068,2/6/20,0,0,0.0
4054,Guadeloupe,France,16.25,-61.5833,2/6/20,0,0,0.0
4055,Mayotte,France,-12.8275,45.1662,2/6/20,0,0,0.0
4056,New Caledonia,France,-20.9043,165.618,2/6/20,0,0,0.0
4057,Reunion,France,-21.1351,55.2471,2/6/20,0,0,0.0
4058,Saint Barthelemy,France,17.9,-62.8333,2/6/20,0,0,0.0
4059,St Martin,France,18.0708,-63.0501,2/6/20,0,0,0.0
4060,Martinique,France,14.6415,-61.0242,2/6/20,0,0,0.0
4061,France,France,46.2276,2.2137,2/6/20,6,0,0.0
4062,Gabon,Gabon,-0.8037,11.6094,2/6/20,0,0,0.0
4063,Gambia,Gambia,13.4432,-15.3101,2/6/20,0,0,0.0
4064,Georgia,Georgia,42.3154,43.3569,2/6/20,0,0,0.0
4065,Germany,Germany,51.0,9.0,2/6/20,12,0,0.0
4066,Ghana,Ghana,7.9465,-1.0232,2/6/20,0,0,0.0
4067,Greece,Greece,39.0742,21.8243,2/6/20,0,0,0.0
4068,Guatemala,Guatemala,15.7835,-90.2308,2/6/20,0,0,0.0
4069,Guinea,Guinea,9.9456,-9.6966,2/6/20,0,0,0.0
4070,Guyana,Guyana,5.0,-58.75,2/6/20,0,0,0.0
4071,Haiti,Haiti,18.9712,-72.2852,2/6/20,0,0,0.0
4072,Holy See,Holy See,41.9029,12.4534,2/6/20,0,0,0.0
4073,Honduras,Honduras,15.2,-86.2419,2/6/20,0,0,0.0
4074,Hungary,Hungary,47.1625,19.5033,2/6/20,0,0,0.0
4075,Iceland,Iceland,64.9631,-19.0208,2/6/20,0,0,0.0
4076,India,India,21.0,78.0,2/6/20,3,0,0.0
4077,Indonesia,Indonesia,-0.7893,113.9213,2/6/20,0,0,0.0
4078,Iran,Iran,32.0,53.0,2/6/20,0,0,0.0
4079,Iraq,Iraq,33.0,44.0,2/6/20,0,0,0.0
4080,Ireland,Ireland,53.1424,-7.6921,2/6/20,0,0,0.0
4081,Israel,Israel,31.0,35.0,2/6/20,0,0,0.0
4082,Italy,Italy,43.0,12.0,2/6/20,2,0,0.0
4083,Jamaica,Jamaica,18.1096,-77.2975,2/6/20,0,0,0.0
4084,Japan,Japan,36.0,138.0,2/6/20,22,0,1.0
4085,Jordan,Jordan,31.24,36.51,2/6/20,0,0,0.0
4086,Kazakhstan,Kazakhstan,48.0196,66.9237,2/6/20,0,0,0.0
4087,Kenya,Kenya,-0.0236,37.9062,2/6/20,0,0,0.0
4088,"Korea, South","Korea, South",36.0,128.0,2/6/20,23,0,0.0
4089,Kuwait,Kuwait,29.5,47.75,2/6/20,0,0,0.0
4090,Kyrgyzstan,Kyrgyzstan,41.2044,74.7661,2/6/20,0,0,0.0
4091,Latvia,Latvia,56.8796,24.6032,2/6/20,0,0,0.0
4092,Lebanon,Lebanon,33.8547,35.8623,2/6/20,0,0,0.0
4093,Liberia,Liberia,6.4281,-9.4295,2/6/20,0,0,0.0
4094,Liechtenstein,Liechtenstein,47.14,9.55,2/6/20,0,0,0.0
4095,Lithuania,Lithuania,55.1694,23.8813,2/6/20,0,0,0.0
4096,Luxembourg,Luxembourg,49.8153,6.1296,2/6/20,0,0,0.0
4097,Madagascar,Madagascar,-18.7669,46.8691,2/6/20,0,0,0.0
4098,Malaysia,Malaysia,2.5,112.5,2/6/20,12,0,0.0
4099,Maldives,Maldives,3.2028,73.2207,2/6/20,0,0,0.0
4100,Malta,Malta,35.9375,14.3754,2/6/20,0,0,0.0
4101,Mauritania,Mauritania,21.0079,10.9408,2/6/20,0,0,0.0
4102,Mauritius,Mauritius,-20.2,57.5,2/6/20,0,0,0.0
4103,Mexico,Mexico,23.6345,-102.5528,2/6/20,0,0,0.0
4104,Moldova,Moldova,47.4116,28.3699,2/6/20,0,0,0.0
4105,Monaco,Monaco,43.7333,7.4167,2/6/20,0,0,0.0
4106,Mongolia,Mongolia,46.8625,103.8467,2/6/20,0,0,0.0
4107,Montenegro,Montenegro,42.5,19.3,2/6/20,0,0,0.0
4108,Morocco,Morocco,31.7917,-7.0926,2/6/20,0,0,0.0
4109,Namibia,Namibia,-22.9576,18.4904,2/6/20,0,0,0.0
4110,Nepal,Nepal,28.1667,84.25,2/6/20,1,0,0.0
4111,Aruba,Netherlands,12.5186,-70.0358,2/6/20,0,0,0.0
4112,Curacao,Netherlands,12.1696,-68.99,2/6/20,0,0,0.0
4113,Sint Maarten,Netherlands,18.0425,-63.0548,2/6/20,0,0,0.0
4114,Netherlands,Netherlands,52.1326,5.2913,2/6/20,0,0,0.0
4115,New Zealand,New Zealand,-40.9006,174.886,2/6/20,0,0,0.0
4116,Nicaragua,Nicaragua,12.8654,-85.2072,2/6/20,0,0,0.0
4117,Niger,Niger,17.6078,8.0817,2/6/20,0,0,0.0
4118,Nigeria,Nigeria,9.082,8.6753,2/6/20,0,0,0.0
4119,North Macedonia,North Macedonia,41.6086,21.7453,2/6/20,0,0,0.0
4120,Norway,Norway,60.472,8.4689,2/6/20,0,0,0.0
4121,Oman,Oman,21.0,57.0,2/6/20,0,0,0.0
4122,Pakistan,Pakistan,30.3753,69.3451,2/6/20,0,0,0.0
4123,Panama,Panama,8.538,-80.7821,2/6/20,0,0,0.0
4124,Papua New Guinea,Papua New Guinea,-6.315,143.9555,2/6/20,0,0,0.0
4125,Paraguay,Paraguay,-23.4425,-58.4438,2/6/20,0,0,0.0
4126,Peru,Peru,-9.19,-75.0152,2/6/20,0,0,0.0
4127,Philippines,Philippines,13.0,122.0,2/6/20,2,1,0.0
4128,Poland,Poland,51.9194,19.1451,2/6/20,0,0,0.0
4129,Portugal,Portugal,39.3999,-8.2245,2/6/20,0,0,0.0
4130,Qatar,Qatar,25.3548,51.1839,2/6/20,0,0,0.0
4131,Romania,Romania,45.9432,24.9668,2/6/20,0,0,0.0
4132,Russia,Russia,60.0,90.0,2/6/20,2,0,0.0
4133,Rwanda,Rwanda,-1.9403,29.8739,2/6/20,0,0,0.0
4134,Saint Lucia,Saint Lucia,13.9094,-60.9789,2/6/20,0,0,0.0
4135,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,12.9843,-61.2872,2/6/20,0,0,0.0
4136,San Marino,San Marino,43.9424,12.4578,2/6/20,0,0,0.0
4137,Saudi Arabia,Saudi Arabia,24.0,45.0,2/6/20,0,0,0.0
4138,Senegal,Senegal,14.4974,-14.4524,2/6/20,0,0,0.0
4139,Serbia,Serbia,44.0165,21.0059,2/6/20,0,0,0.0
4140,Seychelles,Seychelles,-4.6796,55.492,2/6/20,0,0,0.0
4141,Singapore,Singapore,1.2833,103.8333,2/6/20,28,0,0.0
4142,Slovakia,Slovakia,48.669,19.699,2/6/20,0,0,0.0
4143,Slovenia,Slovenia,46.1512,14.9955,2/6/20,0,0,0.0
4144,Somalia,Somalia,5.1521,46.1996,2/6/20,0,0,0.0
4145,South Africa,South Africa,-30.5595,22.9375,2/6/20,0,0,0.0
4146,Spain,Spain,40.0,-4.0,2/6/20,1,0,0.0
4147,Sri Lanka,Sri Lanka,7.0,81.0,2/6/20,1,0,0.0
4148,Sudan,Sudan,12.8628,30.2176,2/6/20,0,0,0.0
4149,Suriname,Suriname,3.9193,-56.0278,2/6/20,0,0,0.0
4150,Sweden,Sweden,63.0,16.0,2/6/20,1,0,0.0
4151,Switzerland,Switzerland,46.8182,8.2275,2/6/20,0,0,0.0
4152,Taiwan*,Taiwan*,23.7,121.0,2/6/20,16,0,1.0
4153,Tanzania,Tanzania,-6.369,34.8888,2/6/20,0,0,0.0
4154,Thailand,Thailand,15.0,101.0,2/6/20,25,0,5.0
4155,Togo,Togo,8.6195,0.8248,2/6/20,0,0,0.0
4156,Trinidad and Tobago,Trinidad and Tobago,10.6918,-61.2225,2/6/20,0,0,0.0
4157,Tunisia,Tunisia,34.0,9.0,2/6/20,0,0,0.0
4158,Turkey,Turkey,38.9637,35.2433,2/6/20,0,0,0.0
4159,Uganda,Uganda,1.0,32.0,2/6/20,0,0,0.0
4160,Ukraine,Ukraine,48.3794,31.1656,2/6/20,0,0,0.0
4161,United Arab Emirates,United Arab Emirates,24.0,54.0,2/6/20,5,0,0.0
4162,Bermuda,United Kingdom,32.3078,-64.7505,2/6/20,0,0,0.0
4163,Cayman Islands,United Kingdom,19.3133,-81.2546,2/6/20,0,0,0.0
4164,Channel Islands,United Kingdom,49.3723,-2.3644,2/6/20,0,0,0.0
4165,Gibraltar,United Kingdom,36.1408,-5.3536,2/6/20,0,0,0.0
4166,Isle of Man,United Kingdom,54.2361,-4.5481,2/6/20,0,0,0.0
4167,Montserrat,United Kingdom,16.7425,-62.1874,2/6/20,0,0,0.0
4168,United Kingdom,United Kingdom,55.3781,-3.4360000000000004,2/6/20,2,0,0.0
4169,Uruguay,Uruguay,-32.5228,-55.7658,2/6/20,0,0,0.0
4170,US,US,37.0902,-95.7129,2/6/20,11,0,0.0
4171,Uzbekistan,Uzbekistan,41.3775,64.5853,2/6/20,0,0,0.0
4172,Venezuela,Venezuela,6.4238,-66.5897,2/6/20,0,0,0.0
4173,Vietnam,Vietnam,16.0,108.0,2/6/20,10,0,1.0
4174,Zambia,Zambia,-15.4167,28.2833,2/6/20,0,0,0.0
4175,Zimbabwe,Zimbabwe,-20.0,30.0,2/6/20,0,0,0.0
4176,Diamond Princess,Canada,0.0,0.0,2/6/20,0,0,
4177,Dominica,Dominica,15.415,-61.371,2/6/20,0,0,0.0
4178,Grenada,Grenada,12.1165,-61.679,2/6/20,0,0,0.0
4179,Mozambique,Mozambique,-18.665695,35.529562,2/6/20,0,0,0.0
4180,Syria,Syria,34.802075,38.99681500000001,2/6/20,0,0,0.0
4181,Timor-Leste,Timor-Leste,-8.874217,125.727539,2/6/20,0,0,0.0
4182,Belize,Belize,13.1939,-59.5432,2/6/20,0,0,0.0
4183,Recovered,Canada,0.0,0.0,2/6/20,0,0,
4184,Laos,Laos,19.85627,102.495496,2/6/20,0,0,0.0
4185,Libya,Libya,26.3351,17.228331,2/6/20,0,0,0.0
4186,West Bank and Gaza,West Bank and Gaza,31.9522,35.2332,2/6/20,0,0,0.0
4187,Guinea-Bissau,Guinea-Bissau,11.8037,-15.1804,2/6/20,0,0,0.0
4188,Mali,Mali,17.570692,-3.996166000000001,2/6/20,0,0,0.0
4189,Saint Kitts and Nevis,Saint Kitts and Nevis,17.357822,-62.782998,2/6/20,0,0,0.0
4190,Northwest Territories,Canada,64.8255,-124.8457,2/6/20,0,0,
4191,Yukon,Canada,64.2823,-135.0,2/6/20,0,0,
4192,Kosovo,Kosovo,42.602636,20.902977,2/6/20,0,0,0.0
4193,Burma,Burma,21.9162,95.956,2/6/20,0,0,0.0
4194,Anguilla,United Kingdom,18.2206,-63.0686,2/6/20,0,0,0.0
4195,British Virgin Islands,United Kingdom,18.4207,-64.64,2/6/20,0,0,0.0
4196,Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,2/6/20,0,0,0.0
4197,MS Zaandam,MS Zaandam,0.0,0.0,2/6/20,0,0,0.0
4198,Botswana,Botswana,-22.3285,24.6849,2/6/20,0,0,0.0
4199,Burundi,Burundi,-3.3731,29.9189,2/6/20,0,0,0.0
4200,Sierra Leone,Sierra Leone,8.460555000000001,-11.779889,2/6/20,0,0,0.0
4201,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,2/6/20,0,0,0.0
4202,Malawi,Malawi,-13.254307999999998,34.301525,2/6/20,0,0,0.0
4203,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2/6/20,0,0,0.0
4204,Saint Pierre and Miquelon,France,46.8852,-56.3159,2/6/20,0,0,0.0
4205,South Sudan,South Sudan,6.877000000000002,31.307,2/6/20,0,0,0.0
4206,Western Sahara,Western Sahara,24.2155,-12.8858,2/6/20,0,0,0.0
4207,Sao Tome and Principe,Sao Tome and Principe,0.18636,6.613081,2/6/20,0,0,0.0
4208,Afghanistan,Afghanistan,33.0,65.0,2/7/20,0,0,0.0
4209,Albania,Albania,41.1533,20.1683,2/7/20,0,0,0.0
4210,Algeria,Algeria,28.0339,1.6596,2/7/20,0,0,0.0
4211,Andorra,Andorra,42.5063,1.5218,2/7/20,0,0,0.0
4212,Angola,Angola,-11.2027,17.8739,2/7/20,0,0,0.0
4213,Antigua and Barbuda,Antigua and Barbuda,17.0608,-61.7964,2/7/20,0,0,0.0
4214,Argentina,Argentina,-38.4161,-63.6167,2/7/20,0,0,0.0
4215,Armenia,Armenia,40.0691,45.0382,2/7/20,0,0,0.0
4216,Australian Capital Territory,Australia,-35.4735,149.0124,2/7/20,0,0,0.0
4217,New South Wales,Australia,-33.8688,151.2093,2/7/20,4,0,2.0
4218,Northern Territory,Australia,-12.4634,130.8456,2/7/20,0,0,0.0
4219,Queensland,Australia,-28.0167,153.4,2/7/20,5,0,0.0
4220,South Australia,Australia,-34.9285,138.6007,2/7/20,2,0,0.0
4221,Tasmania,Australia,-41.4545,145.9707,2/7/20,0,0,0.0
4222,Victoria,Australia,-37.8136,144.9631,2/7/20,4,0,0.0
4223,Western Australia,Australia,-31.9505,115.8605,2/7/20,0,0,0.0
4224,Austria,Austria,47.5162,14.5501,2/7/20,0,0,0.0
4225,Azerbaijan,Azerbaijan,40.1431,47.5769,2/7/20,0,0,0.0
4226,Bahamas,Bahamas,25.0343,-77.3963,2/7/20,0,0,0.0
4227,Bahrain,Bahrain,26.0275,50.55,2/7/20,0,0,0.0
4228,Bangladesh,Bangladesh,23.685,90.3563,2/7/20,0,0,0.0
4229,Barbados,Barbados,13.1939,-59.5432,2/7/20,0,0,0.0
4230,Belarus,Belarus,53.7098,27.9534,2/7/20,0,0,0.0
4231,Belgium,Belgium,50.8333,4.0,2/7/20,1,0,0.0
4232,Benin,Benin,9.3077,2.3158,2/7/20,0,0,0.0
4233,Bhutan,Bhutan,27.5142,90.4336,2/7/20,0,0,0.0
4234,Bolivia,Bolivia,-16.2902,-63.5887,2/7/20,0,0,0.0
4235,Bosnia and Herzegovina,Bosnia and Herzegovina,43.9159,17.6791,2/7/20,0,0,0.0
4236,Brazil,Brazil,-14.235,-51.9253,2/7/20,0,0,0.0
4237,Brunei,Brunei,4.5353,114.7277,2/7/20,0,0,0.0
4238,Bulgaria,Bulgaria,42.7339,25.4858,2/7/20,0,0,0.0
4239,Burkina Faso,Burkina Faso,12.2383,-1.5616,2/7/20,0,0,0.0
4240,Cabo Verde,Cabo Verde,16.5388,-23.0418,2/7/20,0,0,0.0
4241,Cambodia,Cambodia,11.55,104.9167,2/7/20,1,0,0.0
4242,Cameroon,Cameroon,3.848,11.5021,2/7/20,0,0,0.0
4243,Alberta,Canada,53.9333,-116.5765,2/7/20,0,0,
4244,British Columbia,Canada,49.2827,-123.1207,2/7/20,4,0,
4245,Grand Princess,Canada,37.6489,-122.6655,2/7/20,0,0,
4246,Manitoba,Canada,53.7609,-98.8139,2/7/20,0,0,
4247,New Brunswick,Canada,46.5653,-66.4619,2/7/20,0,0,
4248,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/7/20,0,0,
4249,Nova Scotia,Canada,44.682,-63.7443,2/7/20,0,0,
4250,Ontario,Canada,51.2538,-85.3232,2/7/20,3,0,
4251,Prince Edward Island,Canada,46.5107,-63.4168,2/7/20,0,0,
4252,Quebec,Canada,52.9399,-73.5491,2/7/20,0,0,
4253,Saskatchewan,Canada,52.9399,-106.4509,2/7/20,0,0,
4254,Central African Republic,Central African Republic,6.6111,20.9394,2/7/20,0,0,0.0
4255,Chad,Chad,15.4542,18.7322,2/7/20,0,0,0.0
4256,Chile,Chile,-35.6751,-71.543,2/7/20,0,0,0.0
4257,Anhui,China,31.8257,117.2264,2/7/20,665,0,47.0
4258,Beijing,China,40.1824,116.4142,2/7/20,297,1,33.0
4259,Chongqing,China,30.0572,107.874,2/7/20,426,2,31.0
4260,Fujian,China,26.0789,117.9874,2/7/20,224,0,20.0
4261,Gansu,China,37.8099,101.0583,2/7/20,67,0,9.0
4262,Guangdong,China,23.3417,113.4244,2/7/20,1034,1,88.0
4263,Guangxi,China,23.8298,108.7881,2/7/20,172,0,17.0
4264,Guizhou,China,26.8154,106.8748,2/7/20,81,1,6.0
4265,Hainan,China,19.1959,109.7453,2/7/20,117,2,10.0
4266,Hebei,China,39.549,116.1306,2/7/20,172,1,22.0
4267,Heilongjiang,China,47.862,127.7615,2/7/20,277,3,12.0
4268,Henan,China,33.882,113.614,2/7/20,914,3,86.0
4269,Hong Kong,China,22.3,114.2,2/7/20,25,1,0.0
4270,Hubei,China,30.9756,112.2707,2/7/20,24953,699,1115.0
4271,Hunan,China,27.6104,111.7088,2/7/20,772,0,112.0
4272,Inner Mongolia,China,44.0935,113.9448,2/7/20,50,0,5.0
4273,Jiangsu,China,32.9711,119.455,2/7/20,408,0,43.0
4274,Jiangxi,China,27.614,115.7221,2/7/20,661,0,45.0
4275,Jilin,China,43.6661,126.1923,2/7/20,65,1,4.0
4276,Liaoning,China,41.2956,122.6085,2/7/20,99,0,7.0
4277,Macau,China,22.1667,113.55,2/7/20,10,0,1.0
4278,Ningxia,China,37.2692,106.1655,2/7/20,43,0,5.0
4279,Qinghai,China,35.7452,95.9956,2/7/20,18,0,3.0
4280,Shaanxi,China,35.1917,108.8701,2/7/20,184,0,17.0
4281,Shandong,China,36.3427,118.1498,2/7/20,386,0,37.0
4282,Shanghai,China,31.202,121.4491,2/7/20,277,1,30.0
4283,Shanxi,China,37.5777,112.2922,2/7/20,104,0,15.0
4284,Sichuan,China,30.6171,102.7103,2/7/20,344,1,42.0
4285,Tianjin,China,39.3054,117.323,2/7/20,81,1,2.0
4286,Tibet,China,31.6927,88.0924,2/7/20,1,0,0.0
4287,Xinjiang,China,41.1129,85.2401,2/7/20,39,0,0.0
4288,Yunnan,China,24.974,101.487,2/7/20,138,0,12.0
4289,Zhejiang,China,29.1832,120.0934,2/7/20,1006,0,123.0
4290,Colombia,Colombia,4.5709,-74.2973,2/7/20,0,0,0.0
4291,Congo (Brazzaville),Congo (Brazzaville),-4.0383,21.7587,2/7/20,0,0,0.0
4292,Congo (Kinshasa),Congo (Kinshasa),-4.0383,21.7587,2/7/20,0,0,0.0
4293,Costa Rica,Costa Rica,9.7489,-83.7534,2/7/20,0,0,0.0
4294,Cote d'Ivoire,Cote d'Ivoire,7.54,-5.5471,2/7/20,0,0,0.0
4295,Croatia,Croatia,45.1,15.2,2/7/20,0,0,0.0
4296,Diamond Princess,Diamond Princess,0.0,0.0,2/7/20,61,0,0.0
4297,Cuba,Cuba,22.0,-80.0,2/7/20,0,0,0.0
4298,Cyprus,Cyprus,35.1264,33.4299,2/7/20,0,0,0.0
4299,Czechia,Czechia,49.8175,15.473,2/7/20,0,0,0.0
4300,Faroe Islands,Denmark,61.8926,-6.9118,2/7/20,0,0,0.0
4301,Greenland,Denmark,71.7069,-42.6043,2/7/20,0,0,0.0
4302,Denmark,Denmark,56.2639,9.5018,2/7/20,0,0,0.0
4303,Djibouti,Djibouti,11.8251,42.5903,2/7/20,0,0,0.0
4304,Dominican Republic,Dominican Republic,18.7357,-70.1627,2/7/20,0,0,0.0
4305,Ecuador,Ecuador,-1.8312,-78.1834,2/7/20,0,0,0.0
4306,Egypt,Egypt,26.0,30.0,2/7/20,0,0,0.0
4307,El Salvador,El Salvador,13.7942,-88.8965,2/7/20,0,0,0.0
4308,Equatorial Guinea,Equatorial Guinea,1.5,10.0,2/7/20,0,0,0.0
4309,Eritrea,Eritrea,15.1794,39.7823,2/7/20,0,0,0.0
4310,Estonia,Estonia,58.5953,25.0136,2/7/20,0,0,0.0
4311,Eswatini,Eswatini,-26.5225,31.4659,2/7/20,0,0,0.0
4312,Ethiopia,Ethiopia,9.145,40.4897,2/7/20,0,0,0.0
4313,Fiji,Fiji,-17.7134,178.065,2/7/20,0,0,0.0
4314,Finland,Finland,64.0,26.0,2/7/20,1,0,0.0
4315,French Guiana,France,3.9339,-53.1258,2/7/20,0,0,0.0
4316,French Polynesia,France,-17.6797,149.4068,2/7/20,0,0,0.0
4317,Guadeloupe,France,16.25,-61.5833,2/7/20,0,0,0.0
4318,Mayotte,France,-12.8275,45.1662,2/7/20,0,0,0.0
4319,New Caledonia,France,-20.9043,165.618,2/7/20,0,0,0.0
4320,Reunion,France,-21.1351,55.2471,2/7/20,0,0,0.0
4321,Saint Barthelemy,France,17.9,-62.8333,2/7/20,0,0,0.0
4322,St Martin,France,18.0708,-63.0501,2/7/20,0,0,0.0
4323,Martinique,France,14.6415,-61.0242,2/7/20,0,0,0.0
4324,France,France,46.2276,2.2137,2/7/20,6,0,0.0
4325,Gabon,Gabon,-0.8037,11.6094,2/7/20,0,0,0.0
4326,Gambia,Gambia,13.4432,-15.3101,2/7/20,0,0,0.0
4327,Georgia,Georgia,42.3154,43.3569,2/7/20,0,0,0.0
4328,Germany,Germany,51.0,9.0,2/7/20,13,0,0.0
4329,Ghana,Ghana,7.9465,-1.0232,2/7/20,0,0,0.0
4330,Greece,Greece,39.0742,21.8243,2/7/20,0,0,0.0
4331,Guatemala,Guatemala,15.7835,-90.2308,2/7/20,0,0,0.0
4332,Guinea,Guinea,9.9456,-9.6966,2/7/20,0,0,0.0
4333,Guyana,Guyana,5.0,-58.75,2/7/20,0,0,0.0
4334,Haiti,Haiti,18.9712,-72.2852,2/7/20,0,0,0.0
4335,Holy See,Holy See,41.9029,12.4534,2/7/20,0,0,0.0
4336,Honduras,Honduras,15.2,-86.2419,2/7/20,0,0,0.0
4337,Hungary,Hungary,47.1625,19.5033,2/7/20,0,0,0.0
4338,Iceland,Iceland,64.9631,-19.0208,2/7/20,0,0,0.0
4339,India,India,21.0,78.0,2/7/20,3,0,0.0
4340,Indonesia,Indonesia,-0.7893,113.9213,2/7/20,0,0,0.0
4341,Iran,Iran,32.0,53.0,2/7/20,0,0,0.0
4342,Iraq,Iraq,33.0,44.0,2/7/20,0,0,0.0
4343,Ireland,Ireland,53.1424,-7.6921,2/7/20,0,0,0.0
4344,Israel,Israel,31.0,35.0,2/7/20,0,0,0.0
4345,Italy,Italy,43.0,12.0,2/7/20,3,0,0.0
4346,Jamaica,Jamaica,18.1096,-77.2975,2/7/20,0,0,0.0
4347,Japan,Japan,36.0,138.0,2/7/20,25,0,1.0
4348,Jordan,Jordan,31.24,36.51,2/7/20,0,0,0.0
4349,Kazakhstan,Kazakhstan,48.0196,66.9237,2/7/20,0,0,0.0
4350,Kenya,Kenya,-0.0236,37.9062,2/7/20,0,0,0.0
4351,"Korea, South","Korea, South",36.0,128.0,2/7/20,24,0,1.0
4352,Kuwait,Kuwait,29.5,47.75,2/7/20,0,0,0.0
4353,Kyrgyzstan,Kyrgyzstan,41.2044,74.7661,2/7/20,0,0,0.0
4354,Latvia,Latvia,56.8796,24.6032,2/7/20,0,0,0.0
4355,Lebanon,Lebanon,33.8547,35.8623,2/7/20,0,0,0.0
4356,Liberia,Liberia,6.4281,-9.4295,2/7/20,0,0,0.0
4357,Liechtenstein,Liechtenstein,47.14,9.55,2/7/20,0,0,0.0
4358,Lithuania,Lithuania,55.1694,23.8813,2/7/20,0,0,0.0
4359,Luxembourg,Luxembourg,49.8153,6.1296,2/7/20,0,0,0.0
4360,Madagascar,Madagascar,-18.7669,46.8691,2/7/20,0,0,0.0
4361,Malaysia,Malaysia,2.5,112.5,2/7/20,12,0,1.0
4362,Maldives,Maldives,3.2028,73.2207,2/7/20,0,0,0.0
4363,Malta,Malta,35.9375,14.3754,2/7/20,0,0,0.0
4364,Mauritania,Mauritania,21.0079,10.9408,2/7/20,0,0,0.0
4365,Mauritius,Mauritius,-20.2,57.5,2/7/20,0,0,0.0
4366,Mexico,Mexico,23.6345,-102.5528,2/7/20,0,0,0.0
4367,Moldova,Moldova,47.4116,28.3699,2/7/20,0,0,0.0
4368,Monaco,Monaco,43.7333,7.4167,2/7/20,0,0,0.0
4369,Mongolia,Mongolia,46.8625,103.8467,2/7/20,0,0,0.0
4370,Montenegro,Montenegro,42.5,19.3,2/7/20,0,0,0.0
4371,Morocco,Morocco,31.7917,-7.0926,2/7/20,0,0,0.0
4372,Namibia,Namibia,-22.9576,18.4904,2/7/20,0,0,0.0
4373,Nepal,Nepal,28.1667,84.25,2/7/20,1,0,0.0
4374,Aruba,Netherlands,12.5186,-70.0358,2/7/20,0,0,0.0
4375,Curacao,Netherlands,12.1696,-68.99,2/7/20,0,0,0.0
4376,Sint Maarten,Netherlands,18.0425,-63.0548,2/7/20,0,0,0.0
4377,Netherlands,Netherlands,52.1326,5.2913,2/7/20,0,0,0.0
4378,New Zealand,New Zealand,-40.9006,174.886,2/7/20,0,0,0.0
4379,Nicaragua,Nicaragua,12.8654,-85.2072,2/7/20,0,0,0.0
4380,Niger,Niger,17.6078,8.0817,2/7/20,0,0,0.0
4381,Nigeria,Nigeria,9.082,8.6753,2/7/20,0,0,0.0
4382,North Macedonia,North Macedonia,41.6086,21.7453,2/7/20,0,0,0.0
4383,Norway,Norway,60.472,8.4689,2/7/20,0,0,0.0
4384,Oman,Oman,21.0,57.0,2/7/20,0,0,0.0
4385,Pakistan,Pakistan,30.3753,69.3451,2/7/20,0,0,0.0
4386,Panama,Panama,8.538,-80.7821,2/7/20,0,0,0.0
4387,Papua New Guinea,Papua New Guinea,-6.315,143.9555,2/7/20,0,0,0.0
4388,Paraguay,Paraguay,-23.4425,-58.4438,2/7/20,0,0,0.0
4389,Peru,Peru,-9.19,-75.0152,2/7/20,0,0,0.0
4390,Philippines,Philippines,13.0,122.0,2/7/20,3,1,0.0
4391,Poland,Poland,51.9194,19.1451,2/7/20,0,0,0.0
