,S_no,Date,Country,State,Confirmed,Recovered,Deaths,As_Of_Date
1099,2.0,2020-04-19,India,Andhra Pradesh,603,42.0,15.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1100,3.0,2020-04-19,India,Arunachal Pradesh,1,0.0,0.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1101,4.0,2020-04-19,India,Assam,35,12.0,1.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1102,5.0,2020-04-19,India,Bihar,86,37.0,2.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1103,6.0,2020-04-19,India,Chandigarh,23,10.0,0.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1104,7.0,2020-04-19,India,Chhattisgarh,36,24.0,0.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1105,8.0,2020-04-19,India,Delhi,1893,72.0,43.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1106,9.0,2020-04-19,India,Goa,7,6.0,0.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1107,10.0,2020-04-19,India,Gujarat,1604,94.0,58.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1108,11.0,2020-04-19,India,Haryana,233,87.0,3.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1109,12.0,2020-04-19,India,Himachal Pradesh,39,16.0,1.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1110,13.0,2020-04-19,India,Jammu and Kashmir,341,51.0,5.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1111,14.0,2020-04-19,India,Jharkhand,35,0.0,2.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1112,15.0,2020-04-19,India,Karnataka,384,104.0,14.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1113,16.0,2020-04-19,India,Kerala,400,257.0,3.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1114,17.0,2020-04-19,India,Ladakh,18,14.0,0.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1115,18.0,2020-04-19,India,Madhya Pradesh,1407,127.0,70.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1116,19.0,2020-04-19,India,Maharashtra,3651,365.0,211.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1117,20.0,2020-04-19,India,Manipur,2,1.0,0.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1118,21.0,2020-04-19,India,Meghalaya,11,0.0,1.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1119,22.0,2020-04-19,India,Mizoram,1,0.0,0.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1120,23.0,2020-04-19,India,Nagaland,0,0.0,0.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1121,24.0,2020-04-19,India,Odisha,61,24.0,1.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1122,25.0,2020-04-19,India,Puducherry,7,3.0,0.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1123,26.0,2020-04-19,India,Punjab,219,31.0,16.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1124,27.0,2020-04-19,India,Rajasthan,1351,183.0,11.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1125,28.0,2020-04-19,India,Tamil Nadu,1372,365.0,15.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1126,29.0,2020-04-19,India,Telangana,844,186.0,18.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1127,30.0,2020-04-19,India,Tripura,2,1.0,0.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1128,31.0,2020-04-19,India,Uttarakhand,42,9.0,0.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1129,32.0,2020-04-19,India,Uttar Pradesh,1084,108.0,17.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1130,32.0,2020-04-19,India,West Bengal,310,62.0,12.0,"as on : 19 April 2020, 17:00 GMT+5:30"
1131,0.0,2020-04-20,India,India,14255,2841.0,559.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1132,1.0,2020-04-20,India,Andaman and Nicobar Islands,15,11.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1133,2.0,2020-04-20,India,Andhra Pradesh,722,92.0,20.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1134,3.0,2020-04-20,India,Arunachal Pradesh,1,0.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1135,4.0,2020-04-20,India,Assam,35,17.0,1.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1136,5.0,2020-04-20,India,Bihar,96,42.0,2.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1137,6.0,2020-04-20,India,Chandigarh,26,13.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1138,7.0,2020-04-20,India,Chhattisgarh,36,25.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1139,8.0,2020-04-20,India,Delhi,2003,290.0,45.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1140,9.0,2020-04-20,India,Goa,7,7.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1141,10.0,2020-04-20,India,Gujarat,1851,106.0,67.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1142,11.0,2020-04-20,India,Haryana,233,87.0,3.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1143,12.0,2020-04-20,India,Himachal Pradesh,39,16.0,1.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1144,13.0,2020-04-20,India,Jammu and Kashmir,350,56.0,5.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1145,14.0,2020-04-20,India,Jharkhand,42,0.0,2.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1146,15.0,2020-04-20,India,Karnataka,395,111.0,16.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1147,16.0,2020-04-20,India,Kerala,402,270.0,3.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1148,17.0,2020-04-20,India,Ladakh,18,14.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1149,18.0,2020-04-20,India,Madhya Pradesh,1485,127.0,74.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1150,19.0,2020-04-20,India,Maharashtra,4203,507.0,223.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1151,20.0,2020-04-20,India,Manipur,2,2.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1152,21.0,2020-04-20,India,Meghalaya,11,0.0,1.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1153,22.0,2020-04-20,India,Mizoram,1,0.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1154,23.0,2020-04-20,India,Nagaland,0,0.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1155,24.0,2020-04-20,India,Odisha,68,24.0,1.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1156,25.0,2020-04-20,India,Puducherry,7,3.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1157,26.0,2020-04-20,India,Punjab,219,31.0,16.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1158,27.0,2020-04-20,India,Rajasthan,1478,183.0,14.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1159,28.0,2020-04-20,India,Tamil Nadu,1477,411.0,15.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1160,29.0,2020-04-20,India,Telangana,873,190.0,21.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1161,30.0,2020-04-20,India,Tripura,2,1.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1162,31.0,2020-04-20,India,Uttarakhand,44,11.0,0.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1163,32.0,2020-04-20,India,Uttar Pradesh,1176,129.0,17.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1164,32.0,2020-04-20,India,West Bengal,339,66.0,12.0,"as on : 20 April 2020, 17:00 GMT+5:30"
1165,0.0,2020-04-21,India,India,15122,3259.0,603.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1166,1.0,2020-04-21,India,Andaman and Nicobar Islands,16,11.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1167,2.0,2020-04-21,India,Andhra Pradesh,757,96.0,22.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1168,3.0,2020-04-21,India,Arunachal Pradesh,1,1.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1169,4.0,2020-04-21,India,Assam,35,19.0,1.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1170,5.0,2020-04-21,India,Bihar,114,42.0,2.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1171,6.0,2020-04-21,India,Chandigarh,26,13.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1172,7.0,2020-04-21,India,Chhattisgarh,36,25.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1173,8.0,2020-04-21,India,Delhi,2081,431.0,47.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1174,9.0,2020-04-21,India,Goa,7,7.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1175,10.0,2020-04-21,India,Gujarat,2066,131.0,77.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1176,11.0,2020-04-21,India,Haryana,254,127.0,3.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1177,12.0,2020-04-21,India,Himachal Pradesh,39,16.0,1.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1178,13.0,2020-04-21,India,Jammu and Kashmir,368,71.0,5.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1179,14.0,2020-04-21,India,Jharkhand,46,0.0,2.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1180,15.0,2020-04-21,India,Karnataka,415,114.0,17.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1181,16.0,2020-04-21,India,Kerala,408,291.0,3.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1182,17.0,2020-04-21,India,Ladakh,18,14.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1183,18.0,2020-04-21,India,Madhya Pradesh,1540,127.0,76.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1184,19.0,2020-04-21,India,Maharashtra,4669,572.0,232.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1185,20.0,2020-04-21,India,Manipur,2,2.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1186,21.0,2020-04-21,India,Meghalaya,11,0.0,1.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1187,22.0,2020-04-21,India,Mizoram,1,0.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1188,23.0,2020-04-21,India,Nagaland,0,0.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1189,24.0,2020-04-21,India,Odisha,74,24.0,1.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1190,25.0,2020-04-21,India,Puducherry,7,3.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1191,26.0,2020-04-21,India,Punjab,245,39.0,16.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1192,27.0,2020-04-21,India,Rajasthan,1576,205.0,25.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1193,28.0,2020-04-21,India,Tamil Nadu,1520,457.0,17.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1194,29.0,2020-04-21,India,Telangana,919,190.0,23.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1195,30.0,2020-04-21,India,Tripura,2,1.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1196,31.0,2020-04-21,India,Uttarakhand,46,18.0,0.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1197,32.0,2020-04-21,India,Uttar Pradesh,1294,140.0,20.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1198,33.0,2020-04-21,India,West Bengal,392,73.0,12.0,"as on : 21 April 2020, 17:00 GMT+5:30"
1199,0.0,2020-04-22,India,India,15859,3959.0,652.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1200,1.0,2020-04-22,India,Andaman and Nicobar Islands,17,11.0,0.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1201,2.0,2020-04-22,India,Andhra Pradesh,813,120.0,24.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1202,3.0,2020-04-22,India,Arunachal Pradesh,1,1.0,0.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1203,4.0,2020-04-22,India,Assam,35,19.0,1.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1204,5.0,2020-04-22,India,Bihar,126,46.0,2.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1205,6.0,2020-04-22,India,Chandigarh,27,14.0,0.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1206,7.0,2020-04-22,India,Chhattisgarh,36,26.0,0.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1207,8.0,2020-04-22,India,Delhi,2156,611.0,47.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1208,9.0,2020-04-22,India,Goa,7,7.0,0.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1209,10.0,2020-04-22,India,Gujarat,2272,144.0,95.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1210,11.0,2020-04-22,India,Haryana,254,127.0,3.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1211,12.0,2020-04-22,India,Himachal Pradesh,39,16.0,1.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1212,13.0,2020-04-22,India,Jammu and Kashmir,380,81.0,5.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1213,14.0,2020-04-22,India,Jharkhand,45,0.0,3.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1214,15.0,2020-04-22,India,Karnataka,425,129.0,17.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1215,16.0,2020-04-22,India,Kerala,427,323.0,3.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1216,17.0,2020-04-22,India,Ladakh,18,14.0,0.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1217,18.0,2020-04-22,India,Madhya Pradesh,1592,148.0,80.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1218,19.0,2020-04-22,India,Maharashtra,5221,722.0,251.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1219,20.0,2020-04-22,India,Manipur,2,2.0,0.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1220,21.0,2020-04-22,India,Meghalaya,12,0.0,1.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1221,22.0,2020-04-22,India,Mizoram,1,0.0,0.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1222,23.0,2020-04-22,India,Odisha,82,30.0,1.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1223,24.0,2020-04-22,India,Puducherry,7,3.0,0.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1224,25.0,2020-04-22,India,Punjab,251,49.0,16.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1225,26.0,2020-04-22,India,Rajasthan,1801,230.0,25.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1226,27.0,2020-04-22,India,Tamil Nadu,1596,635.0,18.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1227,28.0,2020-04-22,India,Telangana,945,194.0,23.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1228,29.0,2020-04-22,India,Tripura,2,1.0,0.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1229,30.0,2020-04-22,India,Uttarakhand,46,19.0,0.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1230,31.0,2020-04-22,India,Uttar Pradesh,1412,165.0,21.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1231,32.0,2020-04-22,India,West Bengal,423,73.0,15.0,"as on : 22 April 2020, 17:00 GMT+5:30"
1232,0.0,2020-04-23,India,India,16689,4324.0,686.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1233,1.0,2020-04-23,India,Andaman and Nicobar Islands,18,11.0,0.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1234,2.0,2020-04-23,India,Andhra Pradesh,895,141.0,27.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1235,3.0,2020-04-23,India,Arunachal Pradesh,1,1.0,0.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1236,4.0,2020-04-23,India,Assam,35,19.0,1.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1237,5.0,2020-04-23,India,Bihar,148,46.0,2.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1238,6.0,2020-04-23,India,Chandigarh,27,14.0,0.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1239,7.0,2020-04-23,India,Chhattisgarh,36,28.0,0.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1240,8.0,2020-04-23,India,Delhi,2248,724.0,48.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1241,9.0,2020-04-23,India,Goa,7,7.0,0.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1242,10.0,2020-04-23,India,Gujarat,2407,179.0,103.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1243,11.0,2020-04-23,India,Haryana,262,140.0,3.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1244,12.0,2020-04-23,India,Himachal Pradesh,40,18.0,1.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1245,13.0,2020-04-23,India,Jammu and Kashmir,407,92.0,5.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1246,14.0,2020-04-23,India,Jharkhand,49,8.0,3.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1247,15.0,2020-04-23,India,Karnataka,443,141.0,17.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1248,16.0,2020-04-23,India,Kerala,438,324.0,3.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1249,17.0,2020-04-23,India,Ladakh,18,14.0,0.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1250,18.0,2020-04-23,India,Madhya Pradesh,1695,148.0,81.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1251,19.0,2020-04-23,India,Maharashtra,5652,789.0,269.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1252,20.0,2020-04-23,India,Manipur,2,2.0,0.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1253,21.0,2020-04-23,India,Meghalaya,12,0.0,1.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1254,22.0,2020-04-23,India,Mizoram,1,0.0,0.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1255,23.0,2020-04-23,India,Odisha,83,32.0,1.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1256,24.0,2020-04-23,India,Puducherry,7,3.0,0.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1257,25.0,2020-04-23,India,Punjab,277,65.0,16.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1258,26.0,2020-04-23,India,Rajasthan,1890,230.0,27.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1259,27.0,2020-04-23,India,Tamil Nadu,1629,662.0,18.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1260,28.0,2020-04-23,India,Telangana,960,197.0,24.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1261,29.0,2020-04-23,India,Tripura,2,1.0,0.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1262,30.0,2020-04-23,India,Uttarakhand,46,23.0,0.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1263,31.0,2020-04-23,India,Uttar Pradesh,1509,187.0,21.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1264,32.0,2020-04-23,India,West Bengal,456,79.0,15.0,"as on : 23 April 2020, 17:00 GMT+5:30"
1265,0.0,2020-04-24,India,India,17915,4813.0,723.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1266,1.0,2020-04-24,India,Andaman and Nicobar Islands,22,11.0,0.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1267,2.0,2020-04-24,India,Andhra Pradesh,955,145.0,29.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1268,3.0,2020-04-24,India,Arunachal Pradesh,1,1.0,0.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1269,4.0,2020-04-24,India,Assam,36,19.0,1.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1270,5.0,2020-04-24,India,Bihar,176,46.0,2.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1271,6.0,2020-04-24,India,Chandigarh,27,14.0,0.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1272,7.0,2020-04-24,India,Chhattisgarh,36,28.0,0.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1273,8.0,2020-04-24,India,Delhi,2376,808.0,50.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1274,9.0,2020-04-24,India,Goa,7,7.0,0.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1275,10.0,2020-04-24,India,Gujarat,2624,258.0,112.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1276,11.0,2020-04-24,India,Haryana,272,156.0,3.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1277,12.0,2020-04-24,India,Himachal Pradesh,40,18.0,1.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1278,13.0,2020-04-24,India,Jammu and Kashmir,427,92.0,5.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1279,14.0,2020-04-24,India,Jharkhand,55,8.0,3.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1280,15.0,2020-04-24,India,Karnataka,463,150.0,18.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1281,16.0,2020-04-24,India,Kerala,448,324.0,3.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1282,17.0,2020-04-24,India,Ladakh,18,14.0,0.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1283,18.0,2020-04-24,India,Madhya Pradesh,1852,203.0,83.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1284,19.0,2020-04-24,India,Maharashtra,6430,840.0,283.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1285,20.0,2020-04-24,India,Manipur,2,2.0,0.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1286,21.0,2020-04-24,India,Meghalaya,12,0.0,1.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1287,22.0,2020-04-24,India,Mizoram,1,0.0,0.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1288,23.0,2020-04-24,India,Odisha,90,33.0,1.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1289,24.0,2020-04-24,India,Puducherry,7,3.0,0.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1290,25.0,2020-04-24,India,Punjab,277,65.0,16.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1291,26.0,2020-04-24,India,Rajasthan,1964,230.0,27.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1292,27.0,2020-04-24,India,Tamil Nadu,1683,752.0,20.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1293,28.0,2020-04-24,India,Telangana,984,253.0,26.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1294,29.0,2020-04-24,India,Tripura,2,1.0,0.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1295,30.0,2020-04-24,India,Uttarakhand,47,24.0,0.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1296,31.0,2020-04-24,India,Uttar Pradesh,1604,206.0,24.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1297,32.0,2020-04-24,India,West Bengal,514,103.0,15.0,"as on : 24 April 2020, 17:00 GMT+5:30"
1298,0.0,2020-04-25,India,India,18953,5209.0,779.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1299,1.0,2020-04-25,India,Andaman and Nicobar Islands,27,11.0,0.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1300,2.0,2020-04-25,India,Andhra Pradesh,1061,171.0,31.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1301,3.0,2020-04-25,India,Arunachal Pradesh,1,1.0,0.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1302,4.0,2020-04-25,India,Assam,36,19.0,1.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1303,5.0,2020-04-25,India,Bihar,228,46.0,2.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1304,6.0,2020-04-25,India,Chandigarh,28,15.0,0.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1305,7.0,2020-04-25,India,Chhattisgarh,36,30.0,0.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1306,8.0,2020-04-25,India,Delhi,2514,857.0,53.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1307,9.0,2020-04-25,India,Goa,7,7.0,0.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1308,10.0,2020-04-25,India,Gujarat,2815,265.0,127.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1309,11.0,2020-04-25,India,Haryana,272,156.0,3.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1310,12.0,2020-04-25,India,Himachal Pradesh,40,18.0,1.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1311,13.0,2020-04-25,India,Jammu and Kashmir,454,109.0,5.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1312,14.0,2020-04-25,India,Jharkhand,59,9.0,3.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1313,15.0,2020-04-25,India,Karnataka,489,153.0,18.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1314,16.0,2020-04-25,India,Kerala,451,331.0,4.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1315,17.0,2020-04-25,India,Ladakh,20,14.0,0.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1316,18.0,2020-04-25,India,Madhya Pradesh,1952,210.0,92.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1317,19.0,2020-04-25,India,Maharashtra,6817,957.0,301.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1318,20.0,2020-04-25,India,Manipur,2,2.0,0.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1319,21.0,2020-04-25,India,Meghalaya,12,0.0,1.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1320,22.0,2020-04-25,India,Mizoram,1,0.0,0.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1321,23.0,2020-04-25,India,Odisha,94,33.0,1.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1322,24.0,2020-04-25,India,Puducherry,7,3.0,0.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1323,25.0,2020-04-25,India,Punjab,298,67.0,17.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1324,26.0,2020-04-25,India,Rajasthan,2034,230.0,27.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1325,27.0,2020-04-25,India,Tamil Nadu,1755,866.0,22.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1326,28.0,2020-04-25,India,Telangana,984,253.0,26.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1327,29.0,2020-04-25,India,Tripura,2,1.0,0.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1328,30.0,2020-04-25,India,Uttarakhand,48,25.0,0.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1329,31.0,2020-04-25,India,Uttar Pradesh,1778,248.0,26.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1330,32.0,2020-04-25,India,West Bengal,571,103.0,18.0,"as on : 25 April 2020, 17:00 GMT+5:30"
1331,0.0,2020-04-26,India,India,20177,5913.0,826.0,"as on : 26 April 2020, 17:00 GMT+5:30"
1332,1.0,2020-04-26,India,Andaman and Nicobar Islands,33,11.0,0.0,"as on : 26 April 2020, 17:00 GMT+5:30"
1333,2.0,2020-04-26,India,Andhra Pradesh,1097,231.0,31.0,"as on : 26 April 2020, 17:00 GMT+5:30"
